,address,name,lat,long,replies,views,recency,total_score,areas_within,points_within
25,"1, Jalan Radin Anum 1, Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan, Malaysia",PINNACLE SRI PETALINGPinnacle Sri Petaling,3.0674688999999997,101.6941265,768,133795,693.5,72,TAMAN SRI PETALING,"POLYGON ((101.703301 3.066115, 101.703301 3.065792, 101.703162 3.064911, 101.701917 3.06346, 101.70014 3.063011, 101.692959 3.063434, 101.693219 3.065656, 101.69403 3.067305, 101.694752 3.069394, 101.69495 3.070565, 101.694969 3.072403, 101.698691 3.073225, 101.699244 3.073078, 101.699731 3.0727, 101.699858 3.07225, 101.699858 3.071799, 101.700002 3.066305, 101.703301 3.066115))"
26,"1, Jalan Residen Utama, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",THE WESTSIDE ONE & TWO ,3.1850423,101.62334200000001,318,52550,505.0,252,BANDAR MANJALARA,"POLYGON ((101.641429 3.180945, 101.634259 3.180837, 101.62521 3.180863, 101.61914 3.180881, 101.619142 3.180903, 101.619253 3.182415, 101.619362 3.183899, 101.61945 3.18509, 101.619499 3.185752, 101.61966 3.188151, 101.619372 3.191487, 101.619372 3.191487, 101.618948 3.192202, 101.618779 3.192488, 101.618784 3.192656, 101.618855 3.19494, 101.618863 3.19518, 101.619012 3.195441, 101.620146 3.197178, 101.62018 3.19723, 101.620755 3.197327, 101.621649 3.197546, 101.623012 3.19792, 101.623635 3.198058, 101.624355 3.198216, 101.625789 3.199906, 101.625862 3.199993, 101.630677 3.196802, 101.630745 3.196789, 101.635503 3.195905, 101.63627 3.196484, 101.636438 3.197399, 101.638271 3.200518, 101.639126 3.201451, 101.641413 3.198915, 101.641413 3.190626, 101.641429 3.180945))"
27,"1, Jalan SS 7/17, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",Tiara Kelana Condominium Purchase: Advice needed,3.1013839,101.59377420000001,12,1540,2401.0,36,SS 7,"POLYGON ((101.592094 3.109517, 101.596332 3.109617, 101.595934 3.108054, 101.59665 3.106941, 101.597886 3.098584, 101.598084 3.098165, 101.598635 3.097534, 101.601309 3.09555, 101.606392 3.09162, 101.606674 3.091522, 101.607045 3.091633, 101.606888 3.087701, 101.606771 3.086251, 101.606366 3.086069, 101.60583 3.086069, 101.605491 3.085494, 101.607123 3.084122, 101.607554 3.083195, 101.605282 3.083091, 101.603022 3.082816, 101.597406 3.083979, 101.593448 3.084305, 101.586935 3.085086, 101.590725 3.086994, 101.591685 3.092992, 101.5914 3.094419, 101.58752 3.104721, 101.58991 3.109413, 101.592094 3.109517))"
28,"1, Jalan SS 7/26, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",PINNACLE KELANA JAYA ,3.1042776,101.59536920000001,159,30210,450.0,252,SS 7,"POLYGON ((101.592094 3.109517, 101.596332 3.109617, 101.595934 3.108054, 101.59665 3.106941, 101.597886 3.098584, 101.598084 3.098165, 101.598635 3.097534, 101.601309 3.09555, 101.606392 3.09162, 101.606674 3.091522, 101.607045 3.091633, 101.606888 3.087701, 101.606771 3.086251, 101.606366 3.086069, 101.60583 3.086069, 101.605491 3.085494, 101.607123 3.084122, 101.607554 3.083195, 101.605282 3.083091, 101.603022 3.082816, 101.597406 3.083979, 101.593448 3.084305, 101.586935 3.085086, 101.590725 3.086994, 101.591685 3.092992, 101.5914 3.094419, 101.58752 3.104721, 101.58991 3.109413, 101.592094 3.109517))"
29,"1, Jalan Sinar Sentul, Sentul, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","MI NEST RESIDENCE @ OFF JALAN SENTUL, KL",3.1895627,101.69086290000001,16,2936,627.0,160,SENTUL PASAR,"POLYGON ((101.687801 3.190515, 101.688893 3.191061, 101.690708 3.19143, 101.691202 3.191307, 101.691431 3.189794, 101.691254 3.188932, 101.692329 3.181419, 101.689299 3.181155, 101.688312 3.180601, 101.68884 3.182836, 101.688893 3.188488, 101.687801 3.190515))"
30,"10, Jalan Seputeh, Jalan Klang Lama, Seputeh, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",AVARA SEPUTEH,3.1131857999999997,101.6795675,797,105100,94.0,72,SEPUTEH,"POLYGON ((101.67922 3.114813, 101.679663 3.116493, 101.679959 3.115609, 101.680726 3.11443, 101.68176 3.113486, 101.683738 3.112602, 101.686189 3.11283, 101.68734 3.112535, 101.688905 3.111739, 101.690696 3.110306, 101.691646 3.109546, 101.688925 3.109546, 101.685173 3.109492, 101.683711 3.105547, 101.682827 3.104025, 101.681258 3.1028, 101.678642 3.096729, 101.676369 3.097968, 101.676811 3.100456, 101.677099 3.101239, 101.677397 3.101834, 101.677749 3.102577, 101.677974 3.103099, 101.678046 3.103442, 101.678552 3.105894, 101.678804 3.107103, 101.67893 3.10779, 101.678714 3.10942, 101.678534 3.110269, 101.67847 3.110848, 101.678534 3.111217, 101.678579 3.11146, 101.678858 3.112994, 101.679165 3.114266, 101.67922 3.114813))"
31,"10, Persiaran Hampshire, Hampshire Park, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",2 Hampshire KLCC,3.1617803,101.7163094,36,1724,691.0,10,JALAN YAP KWAN SENG,"POLYGON ((101.715237 3.165143, 101.71585 3.163881, 101.71665 3.163358, 101.718359 3.16278, 101.719131 3.162257, 101.719981 3.160176, 101.718681 3.160117, 101.716467 3.160294, 101.714459 3.159321, 101.714075 3.158878, 101.712806 3.15879, 101.711034 3.15938, 101.710355 3.159409, 101.70847 3.160686, 101.709326 3.161185, 101.710331 3.161771, 101.710331 3.161771, 101.710379 3.164004, 101.711273 3.164037, 101.713631 3.164239, 101.715237 3.165143))"
36,"1020, Jalan Sultan Ismail, Kampung Baru, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",FACE @ Platinum Suite near KLCC,3.158704,101.7040766,41,9791,689.0,10,MEDAN TUANKU,"POLYGON ((101.698124 3.163821, 101.699518 3.163715, 101.699342 3.161333, 101.699666 3.161598, 101.700257 3.161274, 101.700168 3.160802, 101.702176 3.160154, 101.704222 3.160058, 101.704222 3.160058, 101.705011 3.156431, 101.703741 3.156608, 101.703616 3.156558, 101.703595 3.156549, 101.703571 3.156539, 101.702649 3.156166, 101.702649 3.156166, 101.702434 3.15593, 101.701792 3.155223, 101.701792 3.155223, 101.701758 3.155246, 101.701365 3.155507, 101.701261 3.155576, 101.701261 3.155576, 101.699922 3.156182, 101.698596 3.156434, 101.695852 3.156958, 101.695802 3.157549, 101.69786 3.162193, 101.698124 3.163821))"
49,"1125, Jalan Kuching, City Centre, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","Royal Domain Sri Putramas 2, Jln Kuching",3.2143536,101.6718417,2,2365,3969.0,5,TAMAN WAHYU,"POLYGON ((101.661415 3.203794, 101.660726 3.205734, 101.661057 3.205829, 101.66103 3.206314, 101.663838 3.206044, 101.664 3.205829, 101.664439 3.20715, 101.665481 3.206974, 101.665576 3.208545, 101.665209 3.208567, 101.667008 3.210501, 101.666938 3.211715, 101.66722 3.212384, 101.667131 3.213387, 101.66759 3.213351, 101.667713 3.216399, 101.667325 3.216998, 101.666814 3.217068, 101.668171 3.220279, 101.668471 3.220701, 101.668418 3.223833, 101.668118 3.223885, 101.667713 3.226269, 101.667016 3.227467, 101.669114 3.228697, 101.66922 3.228064, 101.669114 3.227149, 101.672391 3.22736, 101.672039 3.224439, 101.67225 3.220288, 101.672744 3.21698, 101.672391 3.212335, 101.671968 3.210119, 101.672004 3.207321, 101.67144 3.205527, 101.669889 3.198955, 101.665839 3.199791, 101.665164 3.200087, 101.664921 3.200519, 101.664506 3.201159, 101.664929 3.201969, 101.665986 3.201669, 101.667026 3.203763, 101.666268 3.204133, 101.667272 3.205628, 101.665954 3.206624, 101.664887 3.205205, 101.664644 3.205462, 101.664253 3.204963, 101.664685 3.204626, 101.663173 3.202618, 101.662134 3.201634, 101.661057 3.202998, 101.66188 3.203497, 101.661415 3.203794))"
50,"114A Jalan Kabus (along, Jalan Lingkaran Tengah 2, Ampang, Kuala Lumpur, 68000 Ampang Jaya, Selangor, Malaysia",LIBERTY ARC @ AMPANG UKAYLIBERTY ARC @ AMPANG UKAY l Studio,3.1663191000000004,101.7531838,763,133144,472.0,72,UKAY HEIGHT,"POLYGON ((101.751525 3.163124, 101.752955 3.165602, 101.753187 3.168492, 101.754791 3.170385, 101.758657 3.169253, 101.762191 3.168964, 101.761417 3.165943, 101.76146 3.162364, 101.761758 3.161852, 101.761402 3.161782, 101.761217 3.161692, 101.759956 3.161075, 101.760085 3.160626, 101.758639 3.160208, 101.755555 3.160433, 101.754311 3.160788, 101.753851 3.16092, 101.751394 3.161904, 101.751731 3.162449, 101.751525 3.163124))"
51,"117, Jalan Pudu, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Swiss Garden Residences,3.1442183999999997,101.705696,87,11240,320.0,24,JALAN SULTAN,"POLYGON ((101.694941 3.142957, 101.69813 3.142687, 101.698485 3.14295, 101.69891 3.14292, 101.698869 3.144122, 101.698383 3.144193, 101.69836 3.14552, 101.698879 3.145596, 101.699684 3.145727, 101.70182 3.145889, 101.704422 3.145414, 101.70668 3.14413, 101.707216 3.143958, 101.70791 3.142606, 101.705166 3.140746, 101.709144 3.137576, 101.707416 3.137008, 101.706708 3.136776, 101.70473 3.138648, 101.703889 3.137292, 101.70367 3.136676, 101.702271 3.137168, 101.700185 3.138138, 101.699639 3.138543, 101.697756 3.139816, 101.697391 3.139857, 101.696824 3.139958, 101.695407 3.138401, 101.694607 3.138462, 101.694881 3.142525, 101.694941 3.142957))"
52,"119-124, Jalan Matang 3, Taman City, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Bouvevard Business Park @ Jalan Kuching,3.1982211,101.6702552,17,546,2989.0,160,TAMAN CITY KANAN,"POLYGON ((101.670848 3.18492, 101.669733 3.190284, 101.66923 3.194066, 101.669978 3.19905, 101.671563 3.200734, 101.672832 3.199144, 101.674127 3.198712, 101.674505 3.199171, 101.67545 3.198086, 101.675855 3.197843, 101.676368 3.1969, 101.677151 3.197169, 101.677745 3.196846, 101.677799 3.196495, 101.677549 3.196206, 101.677833 3.19566, 101.678415 3.195411, 101.678416 3.195411, 101.678528 3.195363, 101.678555 3.195148, 101.679338 3.192695, 101.679967 3.192234, 101.674996 3.190363, 101.674805 3.188666, 101.671597 3.187423, 101.67253 3.185654, 101.671261 3.182929, 101.670848 3.18492))"
55,"12, Lorong Mahir 1, Taman Connaught, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Connaught Avenue,3.0787792,101.7418898,127,23194,512.0,24,TAMAN CONNAUGHT,"POLYGON ((101.729532 3.084403, 101.742133 3.084624, 101.742642 3.082671, 101.745964 3.082683, 101.746213 3.082103, 101.747225 3.079553, 101.747415 3.078919, 101.745235 3.078967, 101.735092 3.078098, 101.729686 3.077552, 101.729503 3.081909, 101.729532 3.084403))"
56,"12-1, Jln Damai Raya 3, Alam Damai, 56000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Property Recommendation - Klang Valley,3.0638186000000003,101.7435995,41,1499,2117.0,10,TAMAN LEN SEN,"POLYGON ((101.745225 3.063765, 101.745406 3.054606, 101.744297 3.054572, 101.74406 3.054558, 101.743391 3.054518, 101.743366 3.054517, 101.743365 3.054518, 101.743116 3.054521, 101.739695 3.054559, 101.739128 3.054556, 101.739082 3.054556, 101.738928 3.060255, 101.73253 3.060781, 101.732409 3.061691, 101.733644 3.064117, 101.733198 3.067887, 101.731761 3.068272, 101.728542 3.074059, 101.727995 3.07418, 101.728319 3.077198, 101.729291 3.077501, 101.729686 3.077552, 101.735092 3.078098, 101.745235 3.078967, 101.745185 3.070756, 101.745104 3.069325, 101.745225 3.063765))"
57,"12-14, Jalan Telok, Jalan Kebun, Seksyen 36, Selangor, Kampung Bukit Naga, 40470 Shah Alam, Selangor, Malaysia",LAND IN JALAN KEBUN  SHAH ALAM,3.001862,101.49396,1,557,1759.0,5,SERI GAMBUT,"POLYGON ((101.519104 2.979597, 101.498886 2.98013, 101.498202 2.983759, 101.49765 2.984679, 101.490025 2.997009, 101.49297 3.003845, 101.497177 3.003687, 101.497826 2.995231, 101.511603 2.995126, 101.511568 2.988991, 101.519104 2.989027, 101.519104 2.979597))"
58,"1201D Level 12 Tower D, Uptown 5, 5 Jalan SS21/39, Damansara Uptown, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",See hoy chan,3.1357435000000002,101.62202950000001,61,7004,2917.0,24,SS 21 SELATAN,"POLYGON ((101.616158 3.133217, 101.61696 3.135112, 101.617389 3.137645, 101.617389 3.13818, 101.624405 3.138464, 101.625216 3.131878, 101.623392 3.132166, 101.615969 3.132914, 101.616158 3.133217))"
68,"12a, Jalan Abadi 1/5, Kampung Pulau Meranti, 47100 Puchong, Selangor, Malaysia",Abadi Heights Puchong,2.9711519,101.63468809999999,3,860,2678.0,2,PULAU MERANTI,"POLYGON ((101.634864 2.980335, 101.681123 2.982382, 101.706933 2.983333, 101.706887 2.98313, 101.706585 2.982976, 101.706154 2.980165, 101.705376 2.979926, 101.704751 2.979176, 101.703117 2.978791, 101.702593 2.978651, 101.702489 2.978045, 101.702443 2.97802, 101.702279 2.978012, 101.696593 2.976653, 101.696408 2.976589, 101.695982 2.976368, 101.692951 2.974502, 101.692033 2.973993, 101.688587 2.97208, 101.688456 2.972024, 101.687291 2.971805, 101.685046 2.971596, 101.684285 2.971587, 101.683318 2.971576, 101.679137 2.971844, 101.676095 2.972171, 101.670236 2.970692, 101.669023 2.969962, 101.666886 2.968646, 101.66627 2.967947, 101.665012 2.966334, 101.663462 2.965177, 101.663462 2.965177, 101.662368 2.964418, 101.659938 2.956965, 101.659653 2.953182, 101.655141 2.948959, 101.655358 2.948403, 101.656298 2.945993, 101.653014 2.941425, 101.646875 2.94428, 101.637738 2.94428, 101.624485 2.937536, 101.62391 2.950324, 101.616343 2.95061, 101.615201 2.956035, 101.618699 2.959604, 101.617309 2.962459, 101.614597 2.965473, 101.61309 2.968939, 101.612035 2.972254, 101.611885 2.97587, 101.613944 2.979817, 101.627264 2.980146, 101.634864 2.980335))"
69,"13, Jalan Kuchai Lama, Kuchai Entrepreneurs Park, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",KUCHAI EAST @ KUCHAI LAMA,3.0864922000000004,101.6922676,800,113815,27.0,72,KUCHAI ENTREPRENEURS PARK,"POLYGON ((101.688835 3.075209, 101.684036 3.075033, 101.68409 3.078105, 101.684451 3.078231, 101.684433 3.079095, 101.686075 3.079275, 101.686129 3.081906, 101.685046 3.081978, 101.68492 3.083743, 101.686688 3.083851, 101.688889 3.083869, 101.688708 3.085797, 101.686652 3.085653, 101.686381 3.088661, 101.683386 3.088247, 101.683495 3.088949, 101.682881 3.088967, 101.682954 3.090516, 101.683224 3.090931, 101.682468 3.092007, 101.683441 3.09271, 101.687464 3.092187, 101.691018 3.092926, 101.693002 3.090404, 101.693399 3.088296, 101.694067 3.087504, 101.69684 3.084683, 101.69542 3.082829, 101.695492 3.081172, 101.696628 3.08119, 101.695961 3.079424, 101.690819 3.079694, 101.689845 3.078289, 101.688835 3.075209))"
75,"138, Jalan Ampang, Kampung Baru, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","For work around KLCC, best place to stay",3.1587878,101.70798590000001,33,2762,170.0,10,KLCC AREA,"POLYGON ((101.719981 3.160176, 101.721265 3.156041, 101.72283 3.152916, 101.722771 3.151471, 101.722796 3.148745, 101.720544 3.147933, 101.719481 3.147539, 101.719015 3.147489, 101.718641 3.147559, 101.716272 3.14852, 101.715997 3.148673, 101.713144 3.150268, 101.71286 3.15041, 101.712364 3.150521, 101.712243 3.150582, 101.711437 3.150453, 101.710869 3.15037, 101.710196 3.152006, 101.70941 3.153027, 101.708317 3.153537, 101.707529 3.154277, 101.706786 3.15478, 101.706489 3.154981, 101.706001 3.15528, 101.705288 3.155717, 101.705247 3.155824, 101.705011 3.156431, 101.704222 3.160058, 101.704222 3.160058, 101.705349 3.160295, 101.705415 3.160309, 101.705415 3.160309, 101.705821 3.160359, 101.70847 3.160686, 101.70847 3.160686, 101.710355 3.159409, 101.711034 3.15938, 101.712806 3.15879, 101.714075 3.158878, 101.714459 3.159321, 101.716467 3.160294, 101.718681 3.160117, 101.719981 3.160176))"
82,"145, Jalan Ampang, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",FOUR SEASONS PRIVATE RESIDENCES KUALA LUMPUR,3.1581662999999995,101.7135536,38,10496,28.0,10,KLCC AREA,"POLYGON ((101.719981 3.160176, 101.721265 3.156041, 101.72283 3.152916, 101.722771 3.151471, 101.722796 3.148745, 101.720544 3.147933, 101.719481 3.147539, 101.719015 3.147489, 101.718641 3.147559, 101.716272 3.14852, 101.715997 3.148673, 101.713144 3.150268, 101.71286 3.15041, 101.712364 3.150521, 101.712243 3.150582, 101.711437 3.150453, 101.710869 3.15037, 101.710196 3.152006, 101.70941 3.153027, 101.708317 3.153537, 101.707529 3.154277, 101.706786 3.15478, 101.706489 3.154981, 101.706001 3.15528, 101.705288 3.155717, 101.705247 3.155824, 101.705011 3.156431, 101.704222 3.160058, 101.704222 3.160058, 101.705349 3.160295, 101.705415 3.160309, 101.705415 3.160309, 101.705821 3.160359, 101.70847 3.160686, 101.70847 3.160686, 101.710355 3.159409, 101.711034 3.15938, 101.712806 3.15879, 101.714075 3.158878, 101.714459 3.159321, 101.716467 3.160294, 101.718681 3.160117, 101.719981 3.160176))"
83,"15-17th Floor, One Oriental Place, No. 1, Jalan Hang Lekiu, City Centre, 50100 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",YTL BRICKFIELDS DEVELOPMENT,3.1474349999999998,101.697556,32,5383,998.0,10,MEDAN PASAR,"POLYGON ((101.694958 3.15092, 101.696298 3.14951, 101.696867 3.148755, 101.697067 3.148489, 101.697073 3.148484, 101.698059 3.14765, 101.698069 3.147639, 101.699684 3.145727, 101.698879 3.145596, 101.69836 3.14552, 101.696257 3.145212, 101.695508 3.144757, 101.694941 3.143989, 101.694941 3.142957, 101.694881 3.142525, 101.694607 3.138462, 101.693818 3.138371, 101.693068 3.13828, 101.692246 3.138226, 101.692485 3.138955, 101.692872 3.14011, 101.693172 3.140886, 101.69264 3.142361, 101.69264 3.142361, 101.69264 3.143157, 101.692906 3.144292, 101.692906 3.144292, 101.693172 3.144881, 101.693114 3.145366, 101.693868 3.147534, 101.694212 3.148909, 101.694344 3.1495, 101.694958 3.15092))"
88,"157, Jalan Ampang, Kuala Lumpur, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",OXLEY TOWERS KUALA LUMPUR CITY CENTRE,3.1594488999999997,101.7153934,38,6670,391.0,10,KLCC AREA,"POLYGON ((101.719981 3.160176, 101.721265 3.156041, 101.72283 3.152916, 101.722771 3.151471, 101.722796 3.148745, 101.720544 3.147933, 101.719481 3.147539, 101.719015 3.147489, 101.718641 3.147559, 101.716272 3.14852, 101.715997 3.148673, 101.713144 3.150268, 101.71286 3.15041, 101.712364 3.150521, 101.712243 3.150582, 101.711437 3.150453, 101.710869 3.15037, 101.710196 3.152006, 101.70941 3.153027, 101.708317 3.153537, 101.707529 3.154277, 101.706786 3.15478, 101.706489 3.154981, 101.706001 3.15528, 101.705288 3.155717, 101.705247 3.155824, 101.705011 3.156431, 101.704222 3.160058, 101.704222 3.160058, 101.705349 3.160295, 101.705415 3.160309, 101.705415 3.160309, 101.705821 3.160359, 101.70847 3.160686, 101.70847 3.160686, 101.710355 3.159409, 101.711034 3.15938, 101.712806 3.15879, 101.714075 3.158878, 101.714459 3.159321, 101.716467 3.160294, 101.718681 3.160117, 101.719981 3.160176))"
92,"162, Jalan Klang Lama, Taman Shanghai, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Avantas Residences ,3.1001857000000004,101.6766888,107,27930,275.0,24,KAMPUNG PENGHULU MAT,"POLYGON ((101.676369 3.097968, 101.675178 3.097724, 101.67449 3.09825, 101.675175 3.098553, 101.676032 3.101693, 101.67615 3.10184, 101.676179 3.10299, 101.675648 3.10358, 101.676327 3.104907, 101.67674 3.107648, 101.676474 3.111275, 101.675825 3.112513, 101.675795 3.113486, 101.675559 3.115137, 101.67922 3.114813, 101.679165 3.114266, 101.678858 3.112994, 101.678579 3.11146, 101.678534 3.111217, 101.67847 3.110848, 101.678534 3.110269, 101.678714 3.10942, 101.67893 3.10779, 101.678804 3.107103, 101.678552 3.105894, 101.678046 3.103442, 101.677974 3.103099, 101.677749 3.102577, 101.677397 3.101834, 101.677099 3.101239, 101.676811 3.100456, 101.676369 3.097968))"
93,"162, Jalan Sungai Besi, Chan Sow Lin, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","TRION KUALA LUMPUR, JALAN SUNGAI BESI",3.12664,101.71133090000001,720,107018,9.0,72,PUDU HUJUNG,"POLYGON ((101.710868 3.126682, 101.711976 3.128346, 101.712299 3.128801, 101.712287 3.129447, 101.71208 3.130196, 101.712068 3.13083, 101.712357 3.131568, 101.712599 3.13196, 101.712795 3.132421, 101.712807 3.133217, 101.712726 3.133816, 101.710606 3.136367, 101.711211 3.13675, 101.711743 3.136382, 101.713101 3.134377, 101.717545 3.130716, 101.71849 3.129949, 101.715307 3.125637, 101.715965 3.122927, 101.715237 3.123919, 101.714325 3.124195, 101.714129 3.124368, 101.710868 3.126682))"
97,"168, Jalan 3/12D, Kampung Sri Batu, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",DeSkye Condo @ Jalan Ipoh Batu 5,3.2085767999999995,101.6846074,284,49526,1733.0,252,BATU MUDA,"POLYGON ((101.688999 3.20561, 101.678779 3.206191, 101.680752 3.20788, 101.681739 3.210519, 101.681492 3.211786, 101.681034 3.218264, 101.689528 3.217662, 101.689528 3.213224, 101.689457 3.210123, 101.689034 3.207493, 101.688647 3.206525, 101.688647 3.206385, 101.688999 3.20561))"
98,"168, Jalan Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",PAVILION SQUARE KUALA LUMPUR,3.1489943,101.7135148,31,8358,1299.0,10,CHANGKAT RAJA CHULAN,"POLYGON ((101.715997 3.148673, 101.713093 3.148257, 101.712587 3.148216, 101.709995 3.146223, 101.709327 3.146981, 101.708568 3.147314, 101.706654 3.148143, 101.706533 3.148671, 101.706087 3.149318, 101.705531 3.149723, 101.704584 3.150386, 101.706001 3.150642, 101.706704 3.150949, 101.707011 3.150871, 101.710172 3.150268, 101.710172 3.150268, 101.710869 3.15037, 101.711437 3.150453, 101.712243 3.150582, 101.712364 3.150521, 101.71286 3.15041, 101.713144 3.150268, 101.715997 3.148673))"
99,"17, Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",New Project going to launch @ KL SentralNew launch in klang valley for 400kLooking for Landed Property at Klang ValleyNew launch project in KL areas,3.1088082000000004,101.7167296,23,3206,1690.5,160,BANDAR SRI PERMAISURI,"POLYGON ((101.709756 3.094928, 101.70951 3.095378, 101.709402 3.095576, 101.706219 3.098086, 101.70585 3.1013, 101.708087 3.10464, 101.708209 3.10481, 101.709185 3.104737, 101.711544 3.104494, 101.712415 3.105738, 101.71447 3.108194, 101.715224 3.108765, 101.715639 3.109119, 101.718524 3.110251, 101.719673 3.111672, 101.719835 3.112612, 101.719825 3.112976, 101.719744 3.113643, 101.719734 3.114396, 101.723439 3.114477, 101.7235 3.113547, 101.72354 3.113011, 101.723652 3.112687, 101.722467 3.112212, 101.722022 3.111576, 101.721789 3.110716, 101.721921 3.109867, 101.721971 3.109655, 101.722457 3.108543, 101.721961 3.108134, 101.721435 3.107931, 101.720159 3.10785, 101.71941 3.108012, 101.719349 3.108578, 101.718337 3.109104, 101.71779 3.108841, 101.715826 3.106011, 101.715138 3.105202, 101.714794 3.104474, 101.714875 3.103726, 101.715239 3.10314, 101.714449 3.101512, 101.710987 3.096256, 101.710177 3.095103, 101.709756 3.094928))"
104,"179, Jalan Klang Lama, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",southbank residence @ old klang road,3.1007715,101.676339,0,286,2173.0,5,KAMPUNG PENGHULU MAT,"POLYGON ((101.676369 3.097968, 101.675178 3.097724, 101.67449 3.09825, 101.675175 3.098553, 101.676032 3.101693, 101.67615 3.10184, 101.676179 3.10299, 101.675648 3.10358, 101.676327 3.104907, 101.67674 3.107648, 101.676474 3.111275, 101.675825 3.112513, 101.675795 3.113486, 101.675559 3.115137, 101.67922 3.114813, 101.679165 3.114266, 101.678858 3.112994, 101.678579 3.11146, 101.678534 3.111217, 101.67847 3.110848, 101.678534 3.110269, 101.678714 3.10942, 101.67893 3.10779, 101.678804 3.107103, 101.678552 3.105894, 101.678046 3.103442, 101.677974 3.103099, 101.677749 3.102577, 101.677397 3.101834, 101.677099 3.101239, 101.676811 3.100456, 101.676369 3.097968))"
105,"18, Jalan Dewan Sultan Sulaiman, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",THE COLONY | THE LUXE BY INFINITUM KUALA LUMPUR,3.1608272,101.70035959999998,345,42662,59.0,252,KAMPUNG BARU SELATAN,"POLYGON ((101.699518 3.163715, 101.70066 3.163629, 101.70066 3.163629, 101.703099 3.163848, 101.707345 3.16392, 101.707991 3.163931, 101.708709 3.163943, 101.710379 3.164004, 101.710331 3.161771, 101.710331 3.161771, 101.709326 3.161185, 101.70847 3.160686, 101.70847 3.160686, 101.705821 3.160359, 101.705415 3.160309, 101.705415 3.160309, 101.705349 3.160295, 101.704222 3.160058, 101.704222 3.160058, 101.704222 3.160058, 101.702176 3.160154, 101.700168 3.160802, 101.700257 3.161274, 101.699666 3.161598, 101.699342 3.161333, 101.699518 3.163715))"
106,"18, Jalan Jalil Jaya 2, Jalil Link, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Exsim RapidKL Old Klang Road,3.0582367,101.6737926,18,1465,353.0,160,BUKIT JALIL,"POLYGON ((101.659419 3.055588, 101.660216 3.058176, 101.660216 3.058176, 101.666027 3.058473, 101.666704 3.059988, 101.669726 3.062314, 101.674243 3.062917, 101.675989 3.063251, 101.67831 3.063538, 101.682569 3.062848, 101.683766 3.065678, 101.687765 3.064048, 101.690164 3.063598, 101.692959 3.063434, 101.700142 3.063028, 101.701933 3.063447, 101.703162 3.064911, 101.702553 3.059621, 101.700445 3.05931, 101.69608 3.0582, 101.693482 3.056921, 101.694904 3.055461, 101.696666 3.053254, 101.697101 3.049895, 101.688276 3.049043, 101.680373 3.04912, 101.680222 3.047694, 101.679938 3.042235, 101.680157 3.041846, 101.678783 3.041867, 101.674957 3.042015, 101.673057 3.042089, 101.672621 3.041962, 101.670276 3.041276, 101.668516 3.040704, 101.668702 3.045402, 101.662937 3.04625, 101.659252 3.051041, 101.659407 3.054384, 101.659419 3.055588))"
